enrichment_targets,source_id,data_type,schema_version,enrichment_target,disease_state_names,occurrence_date,source_name,therapeutic_area_names,asset_names,stakeholder_internal_ids,stakeholder_source_ids,stakeholder_names,msl_internal_ids,msl_source_ids,msl_names,interaction_type,stakeholder_type,country,state,text
text,fdb75792-b7d2-4b2a-9d56-a1691a131a88,insights_interaction,latest,,,2024-09-22,MSL Interactions,Oncology,Vibranium,,WB-EU-03987,Jacquelyn Dunn,,onco-eu-0065,Dmitri Sokolov,Iron Man,Avenger,France,,Reduction in pain levels reported by patients with bone metastases.
text,60c3725f-b66c-487f-91cd-62355d828667,insights_interaction,latest,,,2022-01-12,MSL Interactions,Oncology,Vibranium,,WB-EU-03772,Sophia Garcia,,onco-eu-0069,Elena Popova,Phone,X-Men,Ireland,,Most adverse events were mild and manageable with supportive care.
text,0975678a-1bc3-4a71-90a6-8dbbc2f0378c,insights_interaction,latest,,,2022-03-27,MSL Interactions,Oncology,Vibranium,,WB-EU-03721,Jacob Mcdonald,,onco-eu-0069,Elena Popova,Phone,Deadpool,France,,Promising results in combination with targeted molecular therapies
text,b3665b53-7927-40e0-ba91-b04c20f53a0b,insights_interaction,latest,,,2022-06-20,MSL Interactions,Oncology,Vibranium,,WB-EU-03096,Carla Williams,,onco-eu-0069,Elena Popova,Phone,Clinical Pharmacist,France,,Reduction in pain levels reported by patients with bone metastases.
text,369f73c8-ec17-46be-9fd1-f251b4b225f3,insights_interaction,latest,,,2022-06-21,MSL Interactions,Oncology,Vibranium,,WB-EU-03705,Bradly Bramlet,,onco-eu-0069,Elena Popova,Iron Man,X-Men,Ireland,,"Remarkable complete response rates in triple-negative breast cancer patients, with 35% achieving long-term remission after targeted therapy."
text,557437f2-7c04-418f-b6f3-c6d142f09771,insights_interaction,latest,,,2024-05-14,MSL Interactions,Oncology,Vibranium,,WB-EU-03451,Kendra Peterson,,onco-eu-0069,Elena Popova,Ulton,Avenger,United Kingdom,,"Grade 2 hepatic transaminase elevation observed in 17% of patients, generally manageable with dose modifications and standard monitoring protocols"
text,c8463ca7-d5b7-49ee-a9f8-033ac0813262,insights_interaction,latest,,,2024-06-24,MSL Interactions,Oncology,Vibranium,,WB-EU-03961,Sylvia Fiore,,onco-eu-0069,Elena Popova,Ulton,Deadpool,Ireland,,"Emerging evidence suggests potential genetic mutation interactions influencing treatment response, warranting further comprehensive molecular profiling studies."
text,ed042470-e408-4d0c-8a4c-40be87a26714,insights_interaction,latest,,,2024-08-30,MSL Interactions,Oncology,Vibranium,,WB-EU-03423,Patsy Thomas,,onco-eu-0069,Elena Popova,Iron Man,Avenger,France,,Median progression-free survival of 6.7 months across heterogeneous tumor types
text,cd85d580-7ff3-4fea-9f4d-6d96c437bb27,insights_interaction,latest,,,2024-09-08,MSL Interactions,Oncology,Vibranium,,WB-EU-03779,Jason Thornton,,onco-eu-0069,Elena Popova,Phone,X-Men,United Kingdom,,"Moderate genomic heterogeneity detected, suggesting potential for targeted molecular subtyping"
text,6b9943df-5026-406b-acca-c5291b0f9a58,insights_interaction,latest,,,2021-02-23,MSL Interactions,Oncology,Vibranium,,WB-EU-01346,Sherry Whitlatch,,onco-eu-0038,Elena Santos,Phone,Wolverine,Austria,,Strong positive correlation between Ki-67 expression and treatment response rate
text,22cf9008-3154-453f-a97d-9242996fb694,insights_interaction,latest,,,2021-04-08,MSL Interactions,Oncology,Vibranium,,WB-EU-01876,Robin Mulroy,,onco-eu-0038,Elena Santos,Phone,X-Men,Belgium,,"Promising early-stage data suggest potential efficacy in multiple solid tumor types beyond initial indication, indicating broad therapeutic potential."
text,889723d4-b209-4a80-82aa-5d71a9454798,insights_interaction,latest,,,2021-04-13,MSL Interactions,Oncology,Vibranium,,WB-EU-00933,Dave Hill,,onco-eu-0038,Elena Santos,Phone,X-Men,Austria,,Correlation observed between increased serum levels of IFN-γ and clinical benefit from Vibranium/Wakanda therapy.
text,8d58ce25-561a-4aa8-95ee-29ae8d858c08,insights_interaction,latest,,,2021-05-18,MSL Interactions,Oncology,Vibranium,,WB-EU-01940,Beatrice Coverdale,,onco-eu-0038,Elena Santos,Iron Man,Clinical Pharmacist,Netherlands,,"Strong correlation detected between EGFR mutation status and treatment response, suggesting potential predictive biomarker for patient selection."
text,15a2a613-488c-40ca-9727-82c5e5ad0706,insights_interaction,latest,,,2021-05-26,MSL Interactions,Oncology,Vibranium,,WB-EU-01876,Robin Mulroy,,onco-eu-0038,Elena Santos,Iron Man,X-Men,Belgium,,Strong correlation between PD-L1 expression and treatment response observed
text,21f082b6-39fa-443f-a354-8c0bb2595dd7,insights_interaction,latest,,,2021-06-08,MSL Interactions,Oncology,Vibranium,,WB-EU-01961,Gene Smith,,onco-eu-0038,Elena Santos,Ulton,Wolverine,Switzerland,,Strong predictive value of circulating tumor DNA for treatment response
text,2d6f8255-2bee-4917-a8db-c81c40c380f3,insights_interaction,latest,,,2021-06-10,MSL Interactions,Oncology,Vibranium,,WB-EU-00867,William Meyer,,onco-eu-0038,Elena Santos,Ulton,X-Men,Austria,,"Patient reported improved appetite and energy levels after one cycle of Vibranium/Wakanda, leading to an increase in their overall quality of life score on the EORTC QLQ-C30 questionnaire."
text,9896f31c-d38b-4464-ad23-e36a753b20da,insights_interaction,latest,,,2021-06-22,MSL Interactions,Oncology,Vibranium,,WB-EU-01071,Kevin Stuckey,,onco-eu-0038,Elena Santos,Ulton,X-Men,Germany,,Significant reduction in pain scores and improved functional status for advanced cancer patients
text,a2492ffc-f663-4ef9-8b43-6d74e111dd35,insights_interaction,latest,,,2022-04-04,MSL Interactions,Oncology,Vibranium,,WB-EU-01664,Christy Robinson,,onco-eu-0038,Elena Santos,Phone,Deadpool,Austria,,"Treatment is well-tolerated in most patients, leading to high adherence rates."
text,97ea63b3-b399-4ad6-95d6-56da63b21629,insights_interaction,latest,,,2022-08-16,MSL Interactions,Oncology,Vibranium,,WB-EU-01408,Elias Wright,,onco-eu-0038,Elena Santos,Phone,Avenger,Germany,,Promising early indicators of treatment efficacy in rare cancer subtypes
text,a84ec4aa-0469-4808-80f8-c589ab43843c,insights_interaction,latest,,,2022-08-29,MSL Interactions,Oncology,Vibranium,,WB-EU-00933,Dave Hill,,onco-eu-0038,Elena Santos,Iron Man,X-Men,Austria,,Correlation observed between high baseline PD-L1 expression and improved response to Vibranium/Wakanda in lung cancer patients.
text,33e665a9-cbad-4119-a46b-8795b37d10a6,insights_interaction,latest,,,2022-08-29,MSL Interactions,Oncology,Vibranium,,WB-EU-00926,Cliff Kutscher,,onco-eu-0038,Elena Santos,Iron Man,Avenger,Belgium,,Preliminary data suggests correlation between T-cell infiltration and response to therapy.
text,0405a396-5262-4ca2-bc32-231e80e9bbe8,insights_interaction,latest,,,2023-01-04,MSL Interactions,Oncology,Vibranium,,WB-EU-01990,Renee Hernandez,,onco-eu-0038,Elena Santos,Phone,Deadpool,Netherlands,,Significant tumor shrinkage observed in several patients with head and neck cancer.
text,8250981b-71c5-4ab3-b30d-d144f8b500fb,insights_interaction,latest,,,2023-09-26,MSL Interactions,Oncology,Vibranium,,WB-EU-01408,Elias Wright,,onco-eu-0038,Elena Santos,Phone,Avenger,Germany,,"Patients reported significant improvements in symptom burden and functional status, with EORTC QLQ-C30 scores showing substantial quality of life enhancement during treatment."
text,6a2fc709-9960-41c2-860a-324bf7d10f90,insights_interaction,latest,,,2023-11-27,MSL Interactions,Oncology,Vibranium,,WB-EU-01309,Vanessa Hartman,,onco-eu-0038,Elena Santos,Phone,X-Men,Netherlands,,"Observed differential response rates across age demographics, requiring nuanced treatment strategies"
text,725d3df9-c0d1-42c4-a81e-e11c68ca0541,insights_interaction,latest,,,2024-01-19,MSL Interactions,Oncology,Vibranium,,WB-EU-00930,Mazie Brooks,,onco-eu-0038,Elena Santos,Phone,X-Men,Germany,,"Grade 2 neutropenia reported in 18% of patients, manageable with standard interventions"
text,e8ea1af6-0162-4b98-be0b-b3187c7b891d,insights_interaction,latest,,,2024-08-07,MSL Interactions,Oncology,Vibranium,,WB-EU-00863,Kelley Drake,,onco-eu-0038,Elena Santos,Phone,Wolverine,Germany,,"Observed variability in response rates across different tumor types, highlighting the need for further research to identify optimal patient selection criteria."
text,e4e7d2a5-9b25-460d-b74f-196e3f28e0b8,insights_interaction,latest,,,2024-09-02,MSL Interactions,Oncology,Vibranium,,WB-EU-01523,Ron Cisneros,,onco-eu-0038,Elena Santos,Iron Man,Deadpool,Switzerland,,"Minimal cross-reactivity with existing medications, requiring only standard drug interaction screening"
text,4174fcac-885e-4277-a28b-607b214bc479,insights_interaction,latest,,,2024-09-19,MSL Interactions,Oncology,Vibranium,,WB-EU-01309,Vanessa Hartman,,onco-eu-0038,Elena Santos,Iron Man,X-Men,Netherlands,,Administration of Vibranium requires specialized training and infrastructure due to its unique delivery method.
text,97723b57-ddd0-4802-a6fc-3a338f948752,insights_interaction,latest,,,2024-09-27,MSL Interactions,Oncology,Vibranium,,WB-EU-00867,William Meyer,,onco-eu-0038,Elena Santos,Ulton,X-Men,Austria,,Streamlined patient monitoring protocol reduces clinical assessment time and improves overall treatment management efficiency.
text,c696aa25-a84d-4559-be2f-c6e2a1730d19,insights_interaction,latest,,,2024-09-28,MSL Interactions,Oncology,Vibranium,,WB-EU-01796,Jacquelyn Barnett,,onco-eu-0038,Elena Santos,Ulton,Deadpool,Switzerland,,Long-term follow-up data shows stable cardiovascular and renal safety profiles with no significant late-onset adverse events.
text,5eb90ee7-3eab-4aac-bbac-238b698f93b4,insights_interaction,latest,,,2024-12-05,MSL Interactions,Oncology,Vibranium,,WB-EU-00955,Michael Weber,,onco-eu-0038,Elena Santos,Phone,X-Men,Netherlands,,No significant change in patient-reported quality of life observed during the first month of treatment.
text,c7bcd247-4363-4a50-9afe-79074ff2652f,insights_interaction,latest,,,2022-01-06,MSL Interactions,Oncology,Vibranium,,WB-US-04892,William Bowen,,onco-us-0014,Elizabeth Brown,Phone,X-Men,United States,GA,Early detection of response based on circulating tumor DNA analysis.
text,387cdf51-1606-463d-81e8-6508a60452fd,insights_interaction,latest,,,2022-09-17,MSL Interactions,Oncology,Vibranium,,WB-US-06145,Ted Washington,,onco-us-0014,Elizabeth Brown,Iron Man,X-Men,United States,KY,Sustained response durability demonstrated in lung cancer patients with historically challenging genetic profiles.
text,ecdbc6b0-c301-4cfd-905c-a875fbd0f239,insights_interaction,latest,,,2022-10-13,MSL Interactions,Oncology,Vibranium,,WB-US-05155,Emma King,,onco-us-0014,Elizabeth Brown,Phone,Wolverine,United States,MS,Statistically significant improvement in overall survival of 4.7 months compared to standard monotherapy
text,5297adfd-1330-4357-a0a5-5288366aa3cb,insights_interaction,latest,,,2022-11-22,MSL Interactions,Oncology,Vibranium,,WB-US-05958,Maureen Sexton,,onco-us-0014,Elizabeth Brown,Ulton,X-Men,United States,SC,Significant tumor shrinkage observed in several patients with head and neck cancer.
text,abab02c7-3068-4f7b-ad7d-e8c5b31fb1a6,insights_interaction,latest,,,2023-01-02,MSL Interactions,Oncology,Vibranium,,WB-US-05403,John Johnson,,onco-us-0014,Elizabeth Brown,Iron Man,Wolverine,United States,KY,"Mild flu-like symptoms, such as fever and chills, were commonly reported by patients receiving Vibranium/Wakanda, typically resolving within 24-48 hours."
text,15ce7521-7351-426a-9949-2f953383748b,insights_interaction,latest,,,2023-05-16,MSL Interactions,Oncology,Vibranium,,WB-US-06073,Patrick Wallace,,onco-us-0014,Elizabeth Brown,Iron Man,X-Men,United States,GA,Patient experienced grade 3 fatigue and nausea requiring dose reduction of Vibranium/Wakanda. Treatment was temporarily suspended.
text,456bf76b-73f7-4ac0-a096-68af81ca69ae,insights_interaction,latest,,,2023-05-20,MSL Interactions,Oncology,Vibranium,,WB-US-06321,Carlos Mccarthy,,onco-us-0014,Elizabeth Brown,Phone,Deadpool,United States,NC,Progression-free survival varied significantly among patients treated with Vibranium/Wakanda.
text,35a581b5-3011-4719-a82a-fe61ffbfaca8,insights_interaction,latest,,,2023-06-25,MSL Interactions,Oncology,Vibranium,,WB-US-04963,Kelly Chinn,,onco-us-0014,Elizabeth Brown,Iron Man,Avenger,United States,TN,No significant changes in quality of life measures were observed in a small cohort of patients.
text,09ec863c-d3ad-4525-87fd-043be24e55f9,insights_interaction,latest,,,2023-10-18,MSL Interactions,Oncology,Vibranium,,WB-US-05544,Deborah Baker,,onco-us-0014,Elizabeth Brown,Iron Man,Avenger,United States,MS,Age-related response variability noted: patients under 45 demonstrated more consistent treatment outcomes compared to older cohorts. Recommended personalized dosage adjustments based on comprehensive metabolic panels.
text,9c792e3b-7716-4162-a2c3-a9cb526880e0,insights_interaction,latest,,,2023-11-09,MSL Interactions,Oncology,Vibranium,,WB-US-04989,Phyllis Drury,,onco-us-0014,Elizabeth Brown,Iron Man,Avenger,United States,FL,Genomic profiling reveals potential predictive markers for treatment response
text,28726243-47f0-4b45-8d60-7e6e340da74a,insights_interaction,latest,,,2024-03-12,MSL Interactions,Oncology,Vibranium,,WB-US-05689,Gene Smith,,onco-us-0014,Elizabeth Brown,Iron Man,Avenger,United States,TN,Promising early signals of efficacy in rare cancer subtypes with limited treatment options
text,9503d991-b522-494c-9eb0-ff391dfcf26d,insights_interaction,latest,,,2024-07-30,MSL Interactions,Oncology,Vibranium,,WB-US-05234,Bruce Fallis,,onco-us-0014,Elizabeth Brown,Ulton,X-Men,United States,KY,"Increased PD-L1 expression noted in tumor biopsies after 1 cycle of therapy, suggesting potential synergy between Vibranium and Wakanda."
text,bb6f278c-2e0e-44c0-8b10-301ae3a793ec,insights_interaction,latest,,,2024-08-27,MSL Interactions,Oncology,Vibranium,,WB-US-05576,Faith Cermeno,,onco-us-0014,Elizabeth Brown,Ulton,Clinical Pharmacist,United States,VA,"Patients reported significantly reduced pain scores and improved performance status compared to standard chemotherapy, indicating enhanced symptomatic management."
text,954e9c12-cff6-41fe-baf9-b97dfed095e6,insights_interaction,latest,,,2024-09-23,MSL Interactions,Oncology,Vibranium,,WB-US-06497,Jennifer Whited,,onco-us-0014,Elizabeth Brown,Iron Man,Wolverine,United States,FL,Improved management of potential immune-related adverse events through proactive monitoring
text,2d8e33c7-21e8-4fbf-8744-9a5f3c1e7f1e,insights_interaction,latest,,,2024-12-25,MSL Interactions,Oncology,Vibranium,,WB-US-05323,Brandon Botz,,onco-us-0014,Elizabeth Brown,Iron Man,X-Men,United States,MS,The need for frequent monitoring and adjustments to the treatment regimen increases the complexity and cost of Vibranium/Wakanda therapy.
text,aa9a399b-f370-4f73-9ebc-80d15a6eb26a,insights_interaction,latest,,,2021-03-17,MSL Interactions,Oncology,Vibranium,,WB-US-00528,Juan Taylor,,onco-us-0006,Emily Thompson,Iron Man,Deadpool,United States,CT,"Treatment is well-tolerated in most patients, leading to high adherence rates."
text,327c23ab-7326-425b-8dc3-2db31564fa58,insights_interaction,latest,,,2021-05-09,MSL Interactions,Oncology,Vibranium,,WB-US-02185,Hermelinda Lumpkins,,onco-us-0006,Emily Thompson,Ulton,Clinical Pharmacist,United States,VT,Observed stable disease in 70% of patients after 12 weeks of treatment.
text,8c3d3a7e-a0d0-40b5-9661-1d5b4c97a292,insights_interaction,latest,,,2021-05-19,MSL Interactions,Oncology,Vibranium,,WB-US-00703,Clara Richards,,onco-us-0006,Emily Thompson,Ulton,Deadpool,United States,RI,"Treatment is well-tolerated in most patients, leading to high adherence rates."
text,e559c28b-748f-4faf-94bb-0b8ce9ba4177,insights_interaction,latest,,,2021-11-28,MSL Interactions,Oncology,Vibranium,,WB-US-00708,Frank Polk,,onco-us-0006,Emily Thompson,Iron Man,X-Men,United States,NH,Correlation observed between high baseline PD-L1 expression and improved response to Vibranium/Wakanda in lung cancer patients.
text,6b860e2f-c5e3-4d6f-be52-7c0b5b1587eb,insights_interaction,latest,,,2021-11-29,MSL Interactions,Oncology,Vibranium,,WB-US-02765,Jimmy Parks,,onco-us-0006,Emily Thompson,Ulton,Deadpool,United States,NH,Prolonged progression-free survival observed in a subset of patients with triple-negative breast cancer (TNBC) treated with Vibranium/Wakanda in combination with standard chemotherapy.
text,a2f0cf70-2715-4b62-9a9b-f1d7b90d15a4,insights_interaction,latest,,,2022-03-12,MSL Interactions,Oncology,Vibranium,,WB-US-00253,Mark Rodriguez,,onco-us-0006,Emily Thompson,Phone,Avenger,United States,VT,Complete metabolic response observed in 34% of patients with advanced lung adenocarcinoma
text,86cf7372-7c8d-45a3-bdf8-1762994f851b,insights_interaction,latest,,,2022-04-02,MSL Interactions,Oncology,Vibranium,,WB-US-02017,Ramiro Baker,,onco-us-0006,Emily Thompson,Phone,Avenger,United States,NY,Patients reported improved appetite and energy levels during treatment with Vibranium/Wakanda.
